text,source,part,Happiness_M,Sadness_M,Anger_M,Disgust_M,Fear_M,Pride_M,Valence_M,Arousal_M,Irony_M,norm_Happiness_M,norm_Sadness_M,norm_Anger_M,norm_Disgust_M,norm_Fear_M,norm_Pride_M,norm_Valence_M,norm_Arousal_M,z_score_Happiness_M,z_score_Sadness_M,z_score_Anger_M,z_score_Disgust_M,z_score_Fear_M,z_score_Pride_M,z_score_Valence_M,z_score_Arousal_M,total_z_score
"46-letni poseł PO żałuje że w wieku 33 lat przyznał się do świadomego kłamstwa w kampanii, bo ""politycy kłamią każdego dnia"". To znaczy, że od tego czasu postanowił, że dalej będzie kłamać, ale już więcej przyznawać się do kłamstwa nie będzie? To jest dopiero skrajny cynizm...",twitter,19,1.0,2.2,3.6,4.2,1.8,1.0,1.4,4.0,2.0,0.0,0.3,0.65,0.8,0.2,0.0,0.0999999999999999,0.75,0.7028090943480242,0.8163700401868949,1.5829640322826504,3.1114045251887643,0.626485053719382,0.8114075297411351,1.3805735492914184,2.137536353615508,11.169550178373775
"Wspieraj z nami Paulinę, Kubę, Pawła i Kamila! Już dzisiaj, przed Sądem Okręgowym w Piotrkowie Trybunalskim, odbędzie się rozprawa w sprawie z powództwa powiatu opoczyńskiego przeciwko zespołowi _users_ Więcej: _link_ ",twitter,8,1.0,1.8,1.8,1.2,2.0,1.2,2.6,2.0,0.0,0.0,0.2,0.2,0.0499999999999999,0.25,0.0499999999999999,0.4,0.25,0.7028090943480242,0.2434476187436453,0.14872402608359858,0.5056158974470742,0.971154823957039,0.5813143579154293,0.07435503235179639,0.5322478338030223,3.759668684649629
"GUS: według wstępnego szacunku ceny towarów i usług konsumpcyjnych we wrześniu wzrosły o 5,8 proc. rok do roku, a w porównaniu z poprzednim miesiącem ceny wzrosły o 0,6 proc.",twitter,56,1.0,1.0,1.0,1.0,1.0,1.0,2.8,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4499999999999999,0.15,0.7028090943480242,0.9023972241428534,0.9183631631352648,0.7467505922894634,0.7521940272312464,0.8114075297411351,0.14334805380480695,1.0662046712867284,6.043474355979523
Bardzo udane spotkanie polskiej branży e-games z partnerami z ASEAN _link_ ,twitter,30,3.0,1.0,1.0,1.0,1.0,2.4,3.6,1.4,0.0,0.5,0.0,0.0,0.0,0.0,0.35,0.65,0.0999999999999999,1.447701342014138,0.9023972241428534,0.9183631631352648,0.7467505922894634,0.7521940272312464,0.7992446730388059,1.0141603984312217,1.3331830900285815,7.913994510311575
"Trzy lata temu staliśmy przed pałacem prezydenckim, prosząc Andrzeja Dudę, żeby powstrzymał niszczenie wolnych sądów. Olał nas. W niedzielę dostanie rachunek .",twitter,57,1.0,2.8,4.2,2.6,1.8,1.8,1.6,3.8,0.0,0.0,0.4499999999999999,0.8,0.4,0.2,0.2,0.15,0.7,0.7028090943480242,1.6757536723517683,2.1601933850714,1.1823269664496503,0.626485053719382,0.10896515756168842,1.1628704631348146,1.8705579348736547,9.489961727510384
_users_ Zawodowy sport nie polega na gnojeniu ludzi...,twitter,38,1.0,2.0,3.2,2.4,1.4,1.0,1.2,2.6,1.0,0.0,0.25,0.55,0.35,0.0999999999999999,0.0,0.0499999999999999,0.4,0.7028090943480242,0.5299088294652698,1.1981444637568175,0.9411922716072609,0.06285448675593239,0.8114075297411351,1.598276635448022,0.2686874224225369,6.1132807335449995
_users_ Nie może mnie pan obrazić. Po prostu mam uczulenie na brednie,twitter,16,1.0,1.0,2.6,3.0,1.0,2.4,2.2,2.4,5.0,0.0,0.0,0.4,0.5,0.0,0.35,0.3,0.35,0.7028090943480242,0.9023972241428534,0.6209151109680676,1.6645963561344286,0.7521940272312464,0.7992446730388059,0.5097612046650035,0.00170900368068362,5.953626694209112
Szwecja testuje pierwszą na świecie cyfrową walutę centralną,twitter,21,2.2,1.0,1.0,1.0,1.2,2.2,3.4,1.6,0.0,0.3,0.0,0.0,0.0,0.0499999999999999,0.3,0.6,0.15,0.5874971674692734,0.9023972241428534,0.9183631631352648,0.7467505922894634,0.4075242569935894,0.5691515012131003,0.796457312274618,1.0662046712867284,5.994345888804891
"My uważamy, że Polskę budują i rozwijają ludzie przedsiębiorczy, energiczni, ambitni i pomysłowi.",,79,3.0,1.0,1.0,1.0,1.0,3.2,4.4,2.6,0.0,0.5,0.0,0.0,0.0,0.0,0.55,0.8500000000000001,0.4,1.447701342014138,0.9023972241428534,0.9183631631352648,0.7467505922894634,0.7521940272312464,1.7196173603416296,1.8849727430576366,0.2686874224225369,8.64068387463477
"Przypominamy sobie stare filmy, czytamy książki, których nie było czasu przeczytać od dekady, akurat dziś słuchamy wielkiej muzyki Pendereckiego, choćbyśmy - przyznajmy się do tego przed samymi sobą - nigdy wcześniej nie mieli na to czasu.",,0,2.8,1.6,1.2,1.2,1.4,2.4,4.0,2.0,1.0,0.4499999999999999,0.15,0.0499999999999999,0.0499999999999999,0.0999999999999999,0.35,0.75,0.25,1.2326502983779217,0.0430135919779793,0.7259533788723483,0.5056158974470742,0.06285448675593239,0.7992446730388059,1.449566570744429,0.5322478338030223,5.351146731017512
Wypełnij formularz: __link__ wpisz swój pomysł na wakacje przyjazne środowisku i czekaj… do 12 lipca!,,91,2.8,1.0,1.0,1.0,1.0,1.6,3.8,2.4,0.0,0.4499999999999999,0.0,0.0,0.0,0.0,0.15,0.7,0.35,1.2326502983779217,0.9023972241428534,0.9183631631352648,0.7467505922894634,0.7521940272312464,0.1211280142640174,1.2318634845878251,0.00170900368068362,5.907055807709276
Prezydent Andrzej Duda o rządzie PO-PSL: Byli gorsi niż koronawirus.  _link_ ,twitter,47,1.0,1.6,3.2,3.6,1.8,1.0,1.6,2.8,1.0,0.0,0.15,0.55,0.65,0.2,0.0,0.15,0.4499999999999999,0.7028090943480242,0.0430135919779793,1.1981444637568175,2.3880004406615964,0.626485053719382,0.8114075297411351,1.1628704631348146,0.5356658411643895,7.468396478504139
_users_ Musicie się wysrać na Polskę i katolików przy każdej możliwej okazji?,twitter,73,1.0,2.6,5.0,3.4,1.0,1.4,1.0,5.0,1.0,0.0,0.4,1.0,0.6,0.0,0.0999999999999999,0.0,1.0,0.7028090943480242,1.389292461630144,2.9298325221230663,2.146865745819207,0.7521940272312464,0.35122118608972347,1.8159797216046256,3.472428447324773,13.56062320617081
Temat: outowanie osób publicznych.,,62,1.0,1.4,1.0,1.0,1.2,1.6,3.0,1.6,0.0,0.0,0.0999999999999999,0.0,0.0,0.0499999999999999,0.15,0.5,0.15,0.7028090943480242,0.3294748026996042,0.9183631631352648,0.7467505922894634,0.4075242569935894,0.1211280142640174,0.3610511399614108,1.0662046712867284,4.653305734978103
"Uważamy, że policja dysponowała dostateczną wiedzą i mogła się zawczasu przygotować na działania kontrdemonstrantów.",,71,1.0,1.4,2.8,1.4,1.2,1.4,1.8,2.6,0.0,0.0,0.0999999999999999,0.4499999999999999,0.0999999999999999,0.0499999999999999,0.0999999999999999,0.2,0.4,0.7028090943480242,0.3294748026996042,0.813324895230984,0.2644812026046851,0.4075242569935894,0.35122118608972347,0.945167376978211,0.2686874224225369,4.082690237367358
"PiS tak chce obniżać podatki, że jak zwykle je podwyższy. Niby człowiek wiedział, a jednak nadzieję miał, że będą chcieli tak nas kupić, że coś poza kiełbasą wyborczą dadzą, a tu nic, tylko #NowyWał _link_ ",twitter,76,1.0,2.0,3.8,2.8,1.4,1.0,1.4,2.8,3.0,0.0,0.25,0.7,0.4499999999999999,0.0999999999999999,0.0,0.0999999999999999,0.4499999999999999,0.7028090943480242,0.5299088294652698,1.7753738165455666,1.4234616612920392,0.06285448675593239,0.8114075297411351,1.3805735492914184,0.5356658411643895,7.222054808603776
"_users_ OK, ale co to znaczy. Chce pan, żeby proponowali projekty ustaw? Leżą w lasce marszałkowskiej. Debaty? Organizują je regularnie, można obejrzeć. Tylko nikt tego nie robi",twitter,10,1.0,1.4,2.6,1.6,1.0,1.2,2.4,2.2,3.0,0.0,0.0999999999999999,0.4,0.15,0.0,0.0499999999999999,0.35,0.3,0.7028090943480242,0.3294748026996042,0.6209151109680676,0.023346507762295684,0.7521940272312464,0.5813143579154293,0.29205811850840024,0.2652694150611691,3.5673814344942363
"Artykuł 10 Karty Praw Podstawowych nas obowiązuje i uważamy, że niedyskryminowanie jakiejkolwiek osoby pod jakimkolwiek względem jest dla nas wartością najwyższą, i to udowodniliśmy, dlatego KE w osobie Normundsa Popensa potwierdziła nasze stanowisko.",,16,1.6,1.2,1.6,1.0,1.0,3.4,3.4,1.6,0.0,0.15,0.0499999999999999,0.15,0.0,0.0,0.6,0.6,0.15,0.05765596343937542,0.6159360134212288,0.3411338103465151,0.7467505922894634,0.7521940272312464,1.9497105321673354,0.796457312274618,1.0662046712867284,6.3260429224565105
🔴#NaŻywo: Wmurowanie kamienia węgielnego na budowie liceum przy ul. Słowackiego w Dzielnica Wesoła.,,45,2.4,1.0,1.0,1.0,1.0,2.2,3.8,2.2,0.0,0.35,0.0,0.0,0.0,0.0,0.3,0.7,0.3,0.8025482111054892,0.9023972241428534,0.9183631631352648,0.7467505922894634,0.7521940272312464,0.5691515012131003,1.2318634845878251,0.2652694150611691,6.1885376187664125
65 proc. Polaków sprawdza opinie o e-sklepie przed zakupami,twitter,38,1.2,1.0,1.0,1.0,1.0,1.4,3.2,1.0,0.0,0.0499999999999999,0.0,0.0,0.0,0.0,0.0999999999999999,0.55,0.0,0.487758050711808,0.9023972241428534,0.9183631631352648,0.7467505922894634,0.7521940272312464,0.35122118608972347,0.5787542261180146,1.8671399275122875,6.604578397230662
"Cały świat mówił, że Carakale to lipa ale Tusk chciał i koniec dyskusji. _link_ ",twitter,0,1.2,1.4,4.0,2.2,1.2,1.0,1.8,2.8,1.0,0.0499999999999999,0.0999999999999999,0.75,0.3,0.0499999999999999,0.0,0.2,0.4499999999999999,0.487758050711808,0.3294748026996042,1.9677836008084835,0.700057576764872,0.4075242569935894,0.8114075297411351,0.945167376978211,0.5356658411643895,6.184839035862093
"🎥 Wysłuchanie publiczne dot. stanu wdrażania Konwencji Rady Europy z 2011 r. o zapobieganiu i zwalczaniu przemocy wobec kobiet i przemocy domowej, tzw. Konwencji Stambulskiej.",,12,1.2,1.2,1.2,1.2,1.2,1.2,3.0,1.0,0.0,0.0499999999999999,0.0499999999999999,0.0499999999999999,0.0499999999999999,0.0499999999999999,0.0499999999999999,0.5,0.0,0.487758050711808,0.6159360134212288,0.7259533788723483,0.5056158974470742,0.4075242569935894,0.5813143579154293,0.3610511399614108,1.8671399275122875,5.552293022835176
"I co pan panie premierze _users_ zrobił w tej sprawie? Jak pan na ten alarm zareagował, bo nawet słupków w paincie dawno nie wiedziałam. _link_ ",twitter,12,1.6,1.4,3.2,3.0,1.2,1.0,2.0,2.8,5.0,0.15,0.0999999999999999,0.55,0.5,0.0499999999999999,0.0,0.25,0.4499999999999999,0.05765596343937542,0.3294748026996042,1.1981444637568175,1.6645963561344286,0.4075242569935894,0.8114075297411351,0.7274642908216074,0.5356658411643895,5.731933504750947
_users_ Bardziej miałem na myśli czytelnika/autora.. po latach hibernacji ?,twitter,42,1.0,1.4,1.6,1.4,1.0,1.4,2.8,1.6,2.0,0.0,0.0999999999999999,0.15,0.0999999999999999,0.0,0.0999999999999999,0.4499999999999999,0.15,0.7028090943480242,0.3294748026996042,0.3411338103465151,0.2644812026046851,0.7521940272312464,0.35122118608972347,0.14334805380480695,1.0662046712867284,3.9508668484113336
👵🧓 Na Ukrainie zapewniamy wsparcie seniorom mieszkającym w pobliżu linii frontu.,,79,2.4,1.2,1.0,1.0,1.0,2.0,3.8,2.6,0.0,0.35,0.0499999999999999,0.0,0.0,0.0,0.25,0.7,0.4,0.8025482111054892,0.6159360134212288,0.9183631631352648,0.7467505922894634,0.7521940272312464,0.3390583293873943,1.2318634845878251,0.2686874224225369,5.675401243580448
Samolot LOT Polish Airlines właśnie odebrał ich z lotniska w Uzbekistanie i przewozimy ich w bezpieczne miejsce w Polsce.,,6,2.2,1.0,1.0,1.0,1.6,2.2,3.0,2.2,0.0,0.3,0.0,0.0,0.0,0.15,0.3,0.5,0.3,0.5874971674692734,0.9023972241428534,0.9183631631352648,0.7467505922894634,0.281815283481725,0.5691515012131003,0.3610511399614108,0.2652694150611691,4.632295486754261
Ludzie wychodzą na ulice tylko jak jest temat aborcji albo „wolnych mediów” a to że są ruchani na każdym kroku znowu przejdzie bez większego echa.,youtube,17,1.0,2.4,4.4,4.2,2.6,1.2,1.0,4.4,1.0,0.0,0.35,0.8500000000000001,0.8,0.4,0.0499999999999999,0.0,0.8500000000000001,0.7028090943480242,1.102831250908519,2.352603169334317,3.1114045251887643,2.0051641346700104,0.5813143579154293,1.8159797216046256,2.6714931910992146,14.343599445068905
"Ja kieruję, _users_ filmuje. Nasz #roadtrip . Gdzieś na drodze numer 16 w stronę Parku Yellowstone. _link_ ",twitter,66,3.0,1.0,1.0,1.0,1.0,3.2,4.2,1.6,0.0,0.5,0.0,0.0,0.0,0.0,0.55,0.8,0.15,1.447701342014138,0.9023972241428534,0.9183631631352648,0.7467505922894634,0.7521940272312464,1.7196173603416296,1.6672696569010328,1.0662046712867284,9.220498037342356
Za kasę z podatków i przymusowego abonamentu sponsorujemy w TVPIS 24-godzinny spot Prezydenta Dudy z przerwami na prognozę pogodę. #SilnyPrezydent #Trzaskowski2020 _link_ ,twitter,83,1.0,1.8,3.4,2.0,1.0,1.2,2.0,2.2,2.0,0.0,0.2,0.6,0.25,0.0,0.0499999999999999,0.25,0.3,0.7028090943480242,0.2434476187436453,1.3905542480197337,0.4589228819224826,0.7521940272312464,0.5813143579154293,0.7274642908216074,0.2652694150611691,5.121975934063338
"W czasie kiedy nie zarabiamy, w czasie kiedy jest kryzys.",,34,1.0,2.8,1.4,1.2,2.2,1.0,2.0,1.4,0.0,0.0,0.4499999999999999,0.0999999999999999,0.0499999999999999,0.3,0.0,0.25,0.0999999999999999,0.7028090943480242,1.6757536723517683,0.5335435946094318,0.5056158974470742,1.3158245941946964,0.8114075297411351,0.7274642908216074,1.3331830900285815,7.605601763542319
"Powstaniec, mjr Jakub Nowakowski ps. ""TOMEK"" bat. „ZOŚKA” #MarszNiepodleglosci _link_ ",twitter,42,1.2,1.0,1.0,1.0,1.0,1.6,3.2,1.2,0.0,0.0499999999999999,0.0,0.0,0.0,0.0,0.15,0.55,0.0499999999999999,0.487758050711808,0.9023972241428534,0.9183631631352648,0.7467505922894634,0.7521940272312464,0.1211280142640174,0.5787542261180146,1.6001615087704344,6.107506806663102
Irlandia pomaga amerykańskim Indianom w walce z koronawirusem. To podziękowanie za pomoc sprzed 173 lat _link_ via _users_ ,twitter,73,1.8,1.0,1.0,1.0,1.0,1.6,3.4,2.0,0.0,0.2,0.0,0.0,0.0,0.0,0.15,0.6,0.25,0.15739508019684076,0.9023972241428534,0.9183631631352648,0.7467505922894634,0.7521940272312464,0.1211280142640174,0.796457312274618,0.5322478338030223,4.926933247337326
"Dochodzą do mnie niepokojące wieści, jakoby niektórzy ludzie, w obawie przed koronawirusem, zgłaszali się do weterynarza, by uśpić swoje zwierzaki.",,3,1.0,4.4,3.4,3.4,2.6,1.0,1.2,3.2,0.0,0.0,0.8500000000000001,0.6,0.6,0.4,0.0,0.0499999999999999,0.55,0.7028090943480242,3.967443358124766,1.3905542480197337,2.146865745819207,2.0051641346700104,0.8114075297411351,1.598276635448022,1.069622678648096,13.692143424818996
Nowy rząd Niemiec chce zalegalizować marihuanę _link_ ,twitter,52,1.4,1.2,1.2,1.2,1.6,1.2,2.8,1.6,0.0,0.0999999999999999,0.0499999999999999,0.0499999999999999,0.0499999999999999,0.15,0.0499999999999999,0.4499999999999999,0.15,0.27270700707559187,0.6159360134212288,0.7259533788723483,0.5056158974470742,0.281815283481725,0.5813143579154293,0.14334805380480695,1.0662046712867284,4.192894663304933
"W 2020 r. największy wzrost wśród obcokrajowców osiedlających się w Polsce dotyczył obywateli Ukrainy – o 29,4 tys. osób i Białorusi – o 3,2 tys.",twitter,72,1.0,1.0,1.0,1.0,1.2,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0499999999999999,0.0,0.5,0.0,0.7028090943480242,0.9023972241428534,0.9183631631352648,0.7467505922894634,0.4075242569935894,0.8114075297411351,0.3610511399614108,1.8671399275122875,6.717442928124028
"Chcemy, żeby produkcja przemysłowa rosła, bo to dzięki Wam jest więcej miejsc pracy.",,21,3.4,1.2,1.2,1.0,1.4,3.2,3.8,2.0,1.0,0.6,0.0499999999999999,0.0499999999999999,0.0,0.0999999999999999,0.55,0.7,0.25,1.8778034292865704,0.6159360134212288,0.7259533788723483,0.7467505922894634,0.06285448675593239,1.7196173603416296,1.2318634845878251,0.5322478338030223,7.51302657935802
"_users_ Szanowna Pani. Nasze działania są transparentne, rozliczone i udokumentowane. Zapraszamy do zapoznania się ze sprawozdaniami finansowymi PAH i informacjami na stronie/w mediach społecznościowych. Miłego dnia.",twitter,34,1.8,1.2,1.6,1.6,1.2,3.0,3.2,2.0,1.0,0.2,0.0499999999999999,0.15,0.15,0.0499999999999999,0.5,0.55,0.25,0.15739508019684076,0.6159360134212288,0.3411338103465151,0.023346507762295684,0.4075242569935894,1.4895241885159236,0.5787542261180146,0.5322478338030223,4.14586191715743
