,text,source,part,Happiness_M,Sadness_M,Anger_M,Disgust_M,Fear_M,Pride_M,Valence_M,Arousal_M,Irony_M,norm_Happiness_M,norm_Sadness_M,norm_Anger_M,norm_Disgust_M,norm_Fear_M,norm_Pride_M,norm_Valence_M,norm_Arousal_M,z_score_Happiness_M,z_score_Sadness_M,z_score_Anger_M,z_score_Disgust_M,z_score_Fear_M,z_score_Pride_M,z_score_Valence_M,z_score_Arousal_M,total_z_score
1755,#Miller Więcej: SE.PL Andrzej Duda spóźnił się z poparciem szczepień o 100 tys. ofiar covid?,,64,1.0,2.8,3.0,2.2,2.2,1.0,1.6,3.0,1.0,0.0,0.4499999999999999,0.5,0.3,0.3,0.0,0.15,0.5,0.7028090943480242,1.6757536723517683,1.0057346794939006,0.700057576764872,1.3158245941946964,0.8114075297411351,1.1628704631348146,0.8026442599062428,8.177101869935454
1947,"Moje wrażenia po liście Prezesa do aktywu #PiS, w którym przestrzegał przed tragicznymi dla Polski konsekwencjami klęski Andrzej Duda",,93,1.2,1.6,2.2,1.8,2.0,1.6,2.4,3.0,0.0,0.0499999999999999,0.15,0.3,0.2,0.25,0.15,0.35,0.5,0.487758050711808,0.0430135919779793,0.2360955424422346,0.2177881870800934,0.971154823957039,0.1211280142640174,0.2920581185084002,0.8026442599062428,3.1716405888478145
1981,Pierwsza ciekawa i merytoryczna debata _users_ Marszałek _users_ wypada świetnie.Jest zdecydowana i stanowcza. Zastanawiam się tylko dlaczego brakuje kandydata Dudy. Dom buduje?,twitter,5,1.8,1.6,2.2,1.8,1.2,2.8,3.2,2.4,5.0,0.2,0.15,0.3,0.2,0.0499999999999999,0.4499999999999999,0.55,0.35,0.1573950801968407,0.0430135919779793,0.2360955424422346,0.2177881870800934,0.4075242569935894,1.2594310166902176,0.5787542261180146,0.0017090036806836,2.901710905179653
2099,"Studencii studentki UW z tej okazji dali wyraz solidarności z osobami LGBT+, które są ofiarami nagonki ze strony najwyższych władz kraju, w tym prezydenta Andrzeja Dudy, zaproszonego właśnie na Uniwersytet Warszawski, by tam uświetniał i otwierał rok.",,90,2.6,2.4,2.8,1.2,1.0,2.6,3.0,3.0,0.0,0.4,0.35,0.4499999999999999,0.0499999999999999,0.0,0.4,0.5,0.5,1.0175992547417056,1.102831250908519,0.813324895230984,0.5056158974470742,0.7521940272312464,1.029337844864512,0.3610511399614108,0.8026442599062428,6.384598570291695
2170,"Prawdziwa debata prezydencka z prawdziwymi pytaniami o prawdziwe problemy, a nie ustawka z pytaniami o tematy zastępcze. Taka debata Polakom się po prostu należy! Niestety, Andrzej Duda uważa inaczej. Panie Prezydencie – odwagi! Stańmy do debaty! _link_ ",twitter,83,1.2,1.8,3.4,1.8,1.2,1.8,1.4,3.2,1.0,0.0499999999999999,0.2,0.6,0.2,0.0499999999999999,0.2,0.0999999999999999,0.55,0.487758050711808,0.2434476187436453,1.3905542480197337,0.2177881870800934,0.4075242569935894,0.1089651575616884,1.3805735492914184,1.069622678648096,5.306233747050072
2403,"💬 Startuję w wyborach, bo nie można oddawać pola walki Kaczyńskiemu i Dudzie, nie można mu oddawać tych wyborów walkowerem. Oni liczą na to, że opozycja się podda. Niska frekwencja działa na korzyść Dudy. Opozycja musi trwać na polu walki. – na _users_ #Koronawirus #Polska2020",twitter,15,1.4,2.4,2.8,2.4,1.8,3.4,2.4,4.0,0.0,0.0999999999999999,0.35,0.4499999999999999,0.35,0.2,0.6,0.35,0.75,0.2727070070755918,1.102831250908519,0.813324895230984,0.9411922716072608,0.626485053719382,1.9497105321673356,0.2920581185084002,2.137536353615508,8.13584548283298
2553,"Prezydent Duda zapowiedział, że matury mogą zostać przesunięte. Konsekwentnie - niech się odbędą korespondencyjnie. Będzie to równie legalne i uczciwe jak korespondencyjne wybory.",twitter,11,1.0,2.2,4.0,2.4,1.8,1.0,1.6,2.8,4.0,0.0,0.3,0.75,0.35,0.2,0.0,0.15,0.4499999999999999,0.7028090943480242,0.8163700401868949,1.9677836008084837,0.9411922716072608,0.626485053719382,0.8114075297411351,1.1628704631348146,0.5356658411643895,7.564583894710386
2579,przecie zzz junia to nie znajomi lewacy a po drugiej stronie czerwoni ruscy i ukraince brawo dudu,youtube,29,1.0,1.6,3.6,3.2,1.0,1.0,1.8,3.2,1.0,0.0,0.15,0.65,0.55,0.0,0.0,0.2,0.55,0.7028090943480242,0.0430135919779793,1.5829640322826504,1.905731050976818,0.7521940272312464,0.8114075297411351,0.945167376978211,1.069622678648096,7.812909382184161
2609,"Jeżeli Andrzej Duda wygra te wybory, to będzie to następny krok do tego, abyśmy obudzili się w państwie totalitarnym.",,93,1.2,2.6,3.2,2.2,3.8,1.0,1.4,3.0,1.0,0.0499999999999999,0.4,0.55,0.3,0.7,0.0,0.0999999999999999,0.5,0.487758050711808,1.389292461630144,1.1981444637568175,0.700057576764872,4.073182756095952,0.8114075297411351,1.3805735492914184,0.8026442599062428,10.84306064789839
2975,"Ma rację, że mówi. I pisały o tym również ""wiodące media"" zanim zapomniały żeby móc w Dudę uderzyć. Resztę mówi Forsyth, jeśli ktoś rozumie ideę cytatu _link_ ",twitter,63,1.0,1.2,2.0,1.0,1.0,1.2,2.6,1.8,0.0,0.0,0.0499999999999999,0.25,0.0,0.0,0.0499999999999999,0.4,0.2,0.7028090943480242,0.6159360134212288,0.0436857581793179,0.7467505922894634,0.7521940272312464,0.5813143579154293,0.0743550323517963,0.7992262525448753,4.3162711282813815
3197,"Nie znaczy to oczywiście, że Andrzej Duda przestał być zdecydowanym faworytem tych wyborów, dalej nim jest, ale jego zwycięstwo nie jest już przesądzone.",,44,1.8,1.6,2.0,1.6,1.6,1.4,2.8,2.6,0.0,0.2,0.15,0.25,0.15,0.15,0.0999999999999999,0.4499999999999999,0.4,0.1573950801968407,0.0430135919779793,0.0436857581793179,0.0233465077622956,0.281815283481725,0.3512211860897234,0.1433480538048069,0.2686874224225369,1.3125128839152258
3208,"Wobec oświadczenia _users_ , że nie staramy się o spotkanie prezydentów Dudy i Bidena na marginesie sesji ONZ, zasadnym jest publiczne postawienie pytania na temat naszej polityki wobec USA i naszego największego sojusznika. Czy nasza polityka się zmieniła?",twitter,92,1.0,2.2,1.8,1.6,1.8,1.4,2.6,2.0,1.0,0.0,0.3,0.2,0.15,0.2,0.0999999999999999,0.4,0.25,0.7028090943480242,0.8163700401868949,0.1487240260835985,0.0233465077622956,0.626485053719382,0.3512211860897234,0.0743550323517963,0.5322478338030223,3.275558774344738
3261,"Duda: „W wymiarze sprawiedliwości cały czas zasiadają komunistyczni sędziowie, ale proces oczyszczania trwa”. Stanisław Piotrowicz powinien się bać?",twitter,39,1.2,1.6,3.2,1.8,1.0,1.6,2.4,2.4,1.0,0.0499999999999999,0.15,0.55,0.2,0.0,0.15,0.35,0.35,0.487758050711808,0.0430135919779793,1.1981444637568175,0.2177881870800934,0.7521940272312464,0.1211280142640174,0.2920581185084002,0.0017090036806836,3.1137934572110457
3281,"Nic dziwnego, że w tej sytuacji prezydent Duda wykroił w swym napiętym kalendarzu trzy minuty dla prezydenta Bidena i zwrócił mu uwagę na konieczność dalszego wzmacniania siły NATO.",,84,1.6,1.2,1.2,1.8,1.6,1.6,2.4,2.4,3.0,0.15,0.0499999999999999,0.0499999999999999,0.2,0.15,0.15,0.35,0.35,0.0576559634393754,0.6159360134212288,0.7259533788723483,0.2177881870800934,0.281815283481725,0.1211280142640174,0.2920581185084002,0.0017090036806836,2.3140439627478724
3299,"Związek Gmin Wiejskich RP zaapelował do prezydenta Dudy o dialog i patronat nad rozwiązaniem problemu finansowania oświaty. Związek niezmiennie postuluje o pełne pokrycie wynagrodzeń nauczycieli szkół i przedszkoli, poprzez zwiększenie kwoty części oświatowej subwencji ogólnej",twitter,5,1.0,1.8,1.6,1.4,1.6,1.2,2.4,1.8,0.0,0.0,0.2,0.15,0.0999999999999999,0.15,0.0499999999999999,0.35,0.2,0.7028090943480242,0.2434476187436453,0.3411338103465151,0.2644812026046851,0.281815283481725,0.5813143579154293,0.2920581185084002,0.7992262525448753,3.5062857384932995
3318,‼ Nowy spot ‼ #DUDA2020 🇵🇱 Niech żyje Polska!,,88,4.4,1.0,1.0,1.0,1.2,4.6,5.0,3.0,0.0,0.8500000000000001,0.0,0.0,0.0,0.0499999999999999,0.8999999999999999,1.0,0.5,2.9530586474676523,0.9023972241428534,0.9183631631352648,0.7467505922894634,0.4075242569935894,3.33026956312157,2.5380820015274472,0.8026442599062428,12.599089708584083
3425,"Dziś wczesnym popołudniem Prezydent Duda będzie miał swoje wystąpienie na #LeadersClimateSummit. Czy, podobnie jak dziennikarzom w Polsce, będzie opowiadał o tym, że w jego opinii turbiny wiatrowe są nieestetyczne? Czekamy z wypiekami na twarzy. #KryzysKlimatyczny _link_ ",twitter,1,1.0,1.2,3.0,2.6,1.0,1.2,2.0,2.8,4.0,0.0,0.0499999999999999,0.5,0.4,0.0,0.0499999999999999,0.25,0.4499999999999999,0.7028090943480242,0.6159360134212288,1.0057346794939006,1.1823269664496503,0.7521940272312464,0.5813143579154293,0.7274642908216074,0.5356658411643895,6.1034452708454765
3451,Ostrzał rakietowy Kijowa. Pociski wystrzelono podczas wizyty prezydenta Dudy w Radzie Najwyższej. _link_ ,twitter,95,1.0,1.6,1.0,1.0,2.4,1.0,2.4,2.0,0.0,0.0,0.15,0.0,0.0,0.35,0.0,0.35,0.25,0.7028090943480242,0.0430135919779793,0.9183631631352648,0.7467505922894634,1.660494364432353,0.8114075297411351,0.2920581185084002,0.5322478338030223,5.707144288235642
3580,"„Ja przez szacunek dla wszystkich wyborców na tę debatę przyjdę - powiedział Andrzej Duda w 2015 roku. Rozumiem, że jeśli jutro nie przyjdzie na debatę będzie to wyrazem braku szacunku dla wyborców. _link_ ",twitter,33,1.0,1.2,2.8,2.8,1.0,1.6,2.2,3.0,4.0,0.0,0.0499999999999999,0.4499999999999999,0.4499999999999999,0.0,0.15,0.3,0.5,0.7028090943480242,0.6159360134212288,0.813324895230984,1.4234616612920392,0.7521940272312464,0.1211280142640174,0.5097612046650035,0.8026442599062428,5.741259170358786
3632,"_users_ Jasne, ale to Andrzej Duda zaczął słynnym wpisem sprzed lat. ;-) A w sporcie coraz gorzej.",twitter,99,1.6,1.2,1.4,1.2,1.0,1.8,3.0,1.8,1.0,0.15,0.0499999999999999,0.0999999999999999,0.0499999999999999,0.0,0.2,0.5,0.2,0.0576559634393754,0.6159360134212288,0.5335435946094318,0.5056158974470742,0.7521940272312464,0.1089651575616884,0.3610511399614108,0.7992262525448753,3.7341880462163313
3639,To są te sukcesy PiS i Dudy.,,76,1.0,1.4,2.4,2.4,1.2,1.0,2.4,2.0,4.0,0.0,0.0999999999999999,0.35,0.35,0.0499999999999999,0.0,0.35,0.25,0.7028090943480242,0.3294748026996042,0.4285053267051509,0.9411922716072608,0.4075242569935894,0.8114075297411351,0.2920581185084002,0.5322478338030223,4.445219234406188
3933,"Czytam, ze większość Polaków nie chce powrotu Tuska. Podobnie jak większość uważa, ze Andrzej Duda jest dobrym prezydentem, godnie pełni urząd i przysparza Polsce prestiżu, a Morawiecki jest kompetentnym i prawdomównym premierem. Przenikliwość nie zawsze ma ponad 50 procent.",twitter,72,1.0,2.0,2.0,2.2,1.4,1.4,2.0,2.4,3.0,0.0,0.25,0.25,0.3,0.0999999999999999,0.0999999999999999,0.25,0.35,0.7028090943480242,0.5299088294652698,0.0436857581793179,0.700057576764872,0.0628544867559323,0.3512211860897234,0.7274642908216074,0.0017090036806836,3.1197102261054304
4088,#ZaDudy spora część Polski została ogłoszona strefą wolną od #LGBT _link_ ,twitter,87,1.0,2.6,3.2,2.6,2.0,1.0,2.0,2.8,0.0,0.0,0.4,0.55,0.4,0.25,0.0,0.25,0.4499999999999999,0.7028090943480242,1.389292461630144,1.1981444637568175,1.1823269664496503,0.971154823957039,0.8114075297411351,0.7274642908216074,0.5356658411643895,7.518265471868807
4368,"Plus jest taki, że po wyborach - niezależnie czy je wygra, czy nie - Andrzej Duda da już spokój środowisku LGBT. Bo na razie uważa, że homofobia jest użyteczna tylko w czasie kampanii.",twitter,44,1.0,3.8,3.4,2.8,1.2,1.0,2.0,2.8,2.0,0.0,0.7,0.6,0.4499999999999999,0.0499999999999999,0.0,0.25,0.4499999999999999,0.7028090943480242,3.108059725959892,1.3905542480197337,1.4234616612920392,0.4075242569935894,0.8114075297411351,0.7274642908216074,0.5356658411643895,9.106946648340411
4394,"A. Duda powołując P. Muchę do zarządu NBP pokazał jak niewiele rozumie z funckji, którą pełni. W dobie szalejącej inflacji ""wesprzeć"" człowieka-mema Glapińskiego kolejnym takim samym ekespertem... Wszyscy za to zapłacimy.",twitter,43,1.0,2.0,3.0,3.2,2.4,1.0,1.8,2.4,1.0,0.0,0.25,0.5,0.55,0.35,0.0,0.2,0.35,0.7028090943480242,0.5299088294652698,1.0057346794939006,1.905731050976818,1.660494364432353,0.8114075297411351,0.945167376978211,0.0017090036806836,7.562961929116396
4434,"_users_ Zgadzam się, napisałam to nawet kilka dni temu. Prezes woli słabego Andrzeja Dudę niż polityka, który ma ostatnią kadencję i chętniej będzie wybijał się na niepodległość.",twitter,57,1.0,1.8,3.2,2.0,1.4,1.4,2.0,2.6,2.0,0.0,0.2,0.55,0.25,0.0999999999999999,0.0999999999999999,0.25,0.4,0.7028090943480242,0.2434476187436453,1.1981444637568175,0.4589228819224826,0.0628544867559323,0.3512211860897234,0.7274642908216074,0.2686874224225369,4.013551444860769
4461,"Trzaskowski pisze list do Dudy. ""Nie wiemy w jakim celu prezydent udaje się do USA"" _link_ ",twitter,24,1.0,1.5,1.25,1.0,1.25,1.25,2.5,1.75,0.0,0.0,0.125,0.0625,0.0,0.0625,0.0625,0.375,0.1875,0.7028090943480242,0.1862441973387917,0.6778509328066191,0.7467505922894634,0.3213568144341751,0.5237910649590027,0.1832065754300983,0.8659708572303386,4.207980128836513
4496,"Promocja Polski w świecie trwa! Teraz już wszyscy wiedzą, że prezydent A. Duda to d.... a jak ktoś jeszcze nie wie, to się dowie z depesz AP, AFP, przeczyta w Washington Post, The Guardian, New York Times, pooglada w BBC, Aljazira itd.",twitter,44,1.6,1.4,4.4,4.2,1.4,1.4,1.2,4.2,1.0,0.15,0.0999999999999999,0.8500000000000001,0.8,0.0999999999999999,0.0999999999999999,0.0499999999999999,0.8,0.0576559634393754,0.3294748026996042,2.352603169334317,3.1114045251887643,0.0628544867559323,0.3512211860897234,1.598276635448022,2.404514772357361,10.2680055413131
4705,"""Tylko _users_ może odebrać wyborców Andrzejowi Dudzie"" - _users_ w #politykanaostro ""Donald Tusk nie wystartuje"" - Lech #Jaworski _users_ _link_ ",twitter,32,1.0,1.2,1.6,1.0,1.8,1.4,2.6,2.8,0.0,0.0,0.0499999999999999,0.15,0.0,0.2,0.0999999999999999,0.4,0.4499999999999999,0.7028090943480242,0.6159360134212288,0.3411338103465151,0.7467505922894634,0.626485053719382,0.3512211860897234,0.0743550323517963,0.5356658411643895,3.994356623730523
4877,"Prezydent ma ucieleśniać dumę, , aspiracje i nadzieje narodu, a nie być naczelnym homofobem i hejterem RP. Pokonanie Dudy to warunek normalności.",twitter,26,1.0,3.4,4.8,4.6,1.2,1.2,1.6,4.4,1.0,0.0,0.6,0.95,0.8999999999999999,0.0499999999999999,0.0499999999999999,0.15,0.8500000000000001,0.7028090943480242,2.5351373045166423,2.737422737860149,3.593673914873542,0.4075242569935894,0.5813143579154293,1.1628704631348146,2.6714931910992146,14.392245320741406
5098,"Kiedy Kaczyński, Duda i Morawiecki przeproszą ludzi za klęskę w walce z epidemią?",,4,1.0,2.4,4.4,4.2,1.8,1.2,1.6,3.4,0.0,0.0,0.35,0.8500000000000001,0.8,0.2,0.0499999999999999,0.15,0.6,0.7028090943480242,1.102831250908519,2.352603169334317,3.1114045251887643,0.626485053719382,0.5813143579154293,1.1628704631348146,1.3366010973899487,10.9769190119392
5395,"Dudy do Lex TVN to "" ustawka"" Kaczyńskiego"" zdają sobie sprawę z tego, że robią z Kaczora niezwyciężalnego demona zła?",,51,1.0,2.4,4.0,3.8,1.8,1.4,1.6,3.2,0.0,0.0,0.35,0.75,0.7,0.2,0.0999999999999999,0.15,0.55,0.7028090943480242,1.102831250908519,1.9677836008084837,2.6291351355039856,0.626485053719382,0.3512211860897234,1.1628704631348146,1.069622678648096,9.612758463161027
5513,🎥 #NaŻywo | Ceremonia oficjalnego powitania Prezydenta Austrii Alexandra Van der Bellena z Małżonką przez Prezydenta RP Andrzeja Dudę z Małżonką [Sygnał udostępniony przez TVP],,57,1.6,1.0,1.0,1.0,1.0,1.8,3.2,1.6,0.0,0.15,0.0,0.0,0.0,0.0,0.2,0.55,0.15,0.0576559634393754,0.9023972241428534,0.9183631631352648,0.7467505922894634,0.7521940272312464,0.1089651575616884,0.5787542261180146,1.0662046712867284,5.131285025204635
5825,"Z Kodeksu Karnego artykuł mówiący o znieważeniu głowy państwa musi zniknąć - nie można angażować całego aparatu państwa, gdy ktoś nazwie prezydenta Dudę „d****”.  Przypomnę podobno nie ma nadludzi z PiS? 📌 _users_ w _users_ _link_ ",twitter,88,1.0,1.8,4.4,3.6,1.8,2.0,1.0,3.2,2.0,0.0,0.2,0.8500000000000001,0.65,0.2,0.25,0.0,0.55,0.7028090943480242,0.2434476187436453,2.352603169334317,2.3880004406615964,0.626485053719382,0.3390583293873943,1.8159797216046256,1.069622678648096,9.538006106447082
6015,"_users_ Ale pedofil z Berlina czy Duda z Berlina, bo wszystko się Pani już pokręciło?",twitter,71,1.0,1.0,3.4,2.6,1.0,1.8,1.4,3.2,4.0,0.0,0.0,0.6,0.4,0.0,0.2,0.0999999999999999,0.55,0.7028090943480242,0.9023972241428534,1.3905542480197337,1.1823269664496503,0.7521940272312464,0.1089651575616884,1.3805735492914184,1.069622678648096,7.489442945692711
6052,"Izrael nie reagował na apele USA w sprawie Andrzeja Dudy. Sakiewicz: ""To strzał w kolano"" _link_ ",twitter,60,1.0,1.6,1.6,1.0,1.6,1.0,2.4,2.2,0.0,0.0,0.15,0.15,0.0,0.15,0.0,0.35,0.3,0.7028090943480242,0.0430135919779793,0.3411338103465151,0.7467505922894634,0.281815283481725,0.8114075297411351,0.2920581185084002,0.2652694150611691,3.484257435754411
6187,"Pan Duda, zgodnie z przewidywaniami, wpadł do Świnoujścia polansować się w tunelu.",,90,1.2,1.6,3.8,2.4,1.0,1.0,1.8,3.0,2.0,0.0499999999999999,0.15,0.7,0.35,0.0,0.0,0.2,0.5,0.487758050711808,0.0430135919779793,1.7753738165455666,0.9411922716072608,0.7521940272312464,0.8114075297411351,0.945167376978211,0.8026442599062428,6.55875092469945
6257,"Dlatego cieszę się z decyzji parlamentarzystów Polski 2050 o przekazaniu minimum połowy podwyżek uposażenia na cele społeczne w swoich okręgach, jeśli nie uda się cofnąć tej skandalicznej decyzji Andrzeja Dudy.",,71,2.6,1.2,2.8,2.2,2.0,1.4,2.8,3.4,0.0,0.4,0.0499999999999999,0.4499999999999999,0.3,0.25,0.0999999999999999,0.4499999999999999,0.6,1.0175992547417056,0.6159360134212288,0.813324895230984,0.700057576764872,0.971154823957039,0.3512211860897234,0.1433480538048069,1.3366010973899487,5.949242901400309
6548,"Prezydent Andrzej Duda mówi w debacie TVP, że chce pomóc Unii Europejskiej. Na razie to UE musi pomagać Polsce.",twitter,72,1.0,2.6,2.8,3.2,2.0,1.0,1.4,3.2,0.0,0.0,0.4,0.4499999999999999,0.55,0.25,0.0,0.0999999999999999,0.55,0.7028090943480242,1.389292461630144,0.813324895230984,1.905731050976818,0.971154823957039,0.8114075297411351,1.3805735492914184,1.069622678648096,9.04391608382366
6640,I wszyscy dziś o Dudzie w zbitce z tym słowem gadają.,,68,1.0,1.2,2.0,1.0,1.2,1.2,2.0,2.2,0.0,0.0,0.0499999999999999,0.25,0.0,0.0499999999999999,0.0499999999999999,0.25,0.3,0.7028090943480242,0.6159360134212288,0.0436857581793179,0.7467505922894634,0.4075242569935894,0.5813143579154293,0.7274642908216074,0.2652694150611691,4.090753779029829
6716,Andrzej Duda o konieczności uspokojenia nastrojów politycznych. Hmmm... ciekawe. Mówienie samemu do siebie na swojej konwencji... interesująca strategia polityczna,twitter,2,1.0,1.4,3.0,2.2,1.0,1.8,1.6,3.4,5.0,0.0,0.0999999999999999,0.5,0.3,0.0,0.2,0.15,0.6,0.7028090943480242,0.3294748026996042,1.0057346794939006,0.700057576764872,0.7521940272312464,0.1089651575616884,1.1628704631348146,1.3366010973899487,6.0987068986241
6794,"Fundusz Inwestycji Lokalnych dla powiatu lubartowskiego to 20 mln zł na zadania realizowane przez samorządy. #PlanDudy to ambitny projekt, który Prezydent _users_ zaproponował, abyśmy jak najlepiej mogli sobie poradzić z problemami powstałymi w czasie pandemii #covid19. _link_ ",twitter,32,2.4,1.0,1.0,1.0,1.0,3.6,4.2,2.6,0.0,0.35,0.0,0.0,0.0,0.0,0.65,0.8,0.4,0.8025482111054892,0.9023972241428534,0.9183631631352648,0.7467505922894634,0.7521940272312464,2.1798037039930414,1.6672696569010328,0.2686874224225369,8.238014001220929
6858,Niemądre wypowiedzi _users_ z kampanii wyborczej przyczyniły się do oporu Polaków wobec szczepień na koronawirusa. Dr Duda miał dziś szansę naprawić te błędy. Nawet nie próbował jej wykorzystać.,twitter,68,1.0,3.0,3.2,2.8,1.8,1.0,1.8,2.6,1.0,0.0,0.5,0.55,0.4499999999999999,0.2,0.0,0.2,0.4,0.7028090943480242,1.9622148830733928,1.1981444637568175,1.4234616612920392,0.626485053719382,0.8114075297411351,0.945167376978211,0.2686874224225369,7.938377485331539
6895,"Danie Dudziedwóch lat bez prawa reelekcji, to jedna z najbardziej brutalnych recenzji tej nieszczęsnej prezydentury.",twitter,47,1.2,2.0,3.2,3.2,1.2,1.0,1.4,3.2,1.0,0.0499999999999999,0.25,0.55,0.55,0.0499999999999999,0.0,0.0999999999999999,0.55,0.487758050711808,0.5299088294652698,1.1981444637568175,1.905731050976818,0.4075242569935894,0.8114075297411351,1.3805735492914184,1.069622678648096,7.790670409584952
6911,"W grze udział biorą: PiS, Duda i Ziobro",,50,1.0,1.0,2.4,2.0,1.0,1.0,2.2,2.2,2.0,0.0,0.0,0.35,0.25,0.0,0.0,0.3,0.3,0.7028090943480242,0.9023972241428534,0.4285053267051509,0.4589228819224826,0.7521940272312464,0.8114075297411351,0.5097612046650035,0.2652694150611691,4.831266703817065
